index,x,y,z,vx,vy,vz,mass,fx,fy,fz
805,1.12246,15.7145,14.592,-0.0691142,1.44865,0.54473,1,-2.60154e-16,-8.53509e-14,2.06875e-15
806,1.12246,15.7145,15.7145,-0.64593,1.0299,-1.175,1,1.0121e-16,-8.85545e-14,-8.66665e-14
807,1.12246,15.7145,16.8369,1.51,0.605575,1.24827,1,3.99366e-16,-8.6103e-14,1.75342e-13
808,1.12246,15.7145,17.9594,-1.17252,0.118593,-0.0967229,1,3.45806e-16,-8.67195e-14,1.30755e-16
809,1.12246,15.7145,19.0819,-0.718278,-0.920195,0.357625,1,-1.88272e-16,-8.53217e-14,-1.7299e-13
810,1.12246,15.7145,20.2043,0.419213,0.919965,-0.358664,1,1.57589e-16,-8.86288e-14,1.4679e-15
811,1.12246,15.7145,21.3268,-0.104865,-0.981465,1.09036,1,3.11762e-16,-8.83096e-14,1.73991e-13
812,1.12246,15.7145,22.4492,0.044813,0.510688,0.535421,1,3.29326e-16,-8.88462e-14,-2.23508e-16
813,1.12246,15.7145,23.5717,1.02979,-0.590848,0.492664,1,2.20256e-16,-8.88822e-14,-1.77974e-13
814,1.12246,16.8369,0,-0.0222131,1.49108,-0.593251,1,9.72475e-16,1.75774e-13,8.64661e-14
815,1.12246,16.8369,1.12246,0.825874,0.246823,0.209317,1,7.25277e-16,1.75469e-13,-2.85145e-17
816,1.12246,16.8369,2.24492,0.0338065,0.953062,0.185213,1,7.80788e-16,1.75461e-13,-1.9185e-16
817,1.12246,16.8369,3.36739,-1.08506,0.862924,0.73269,1,-1.33411e-16,1.75418e-13,-6.01732e-18
818,1.12246,16.8369,4.48985,0.411704,-0.801428,-0.691604,1,-1.10751e-16,1.75626e-13,1.80787e-15
819,1.12246,16.8369,5.61231,-1.3353,0.324787,-0.958437,1,7.12863e-17,1.7509e-13,1.80787e-15
820,1.12246,16.8369,6.73477,-1.22281,0.902254,0.542704,1,6.36806e-16,1.75555e-13,-5.87095e-17
821,1.12246,16.8369,7.85723,-0.240653,-0.0965334,-1.70825,1,1.99656e-16,1.75356e-13,-1.1704e-16
822,1.12246,16.8369,8.9797,0.645344,-0.492554,0.232308,1,4.4436e-16,1.75515e-13,9.19688e-16
823,1.12246,16.8369,10.1022,-1.76849,0.691429,-0.535467,1,4.06088e-16,1.75007e-13,1.8096e-15
824,1.12246,16.8369,11.2246,-0.979886,-0.24224,-0.424568,1,2.89861e-16,1.75483e-13,1.51029e-16
825,1.12246,16.8369,12.3471,0.757003,-0.29951,0.964067,1,5.30988e-16,1.75544e-13,5.44812e-17
826,1.12246,16.8369,13.4695,0.229534,0.632453,-0.00335213,1,-1.21268e-16,1.75433e-13,3.07697e-16
827,1.12246,16.8369,14.592,0.897207,-0.819255,0.0787257,1,-1.35905e-16,1.75394e-13,3.14675e-15
828,1.12246,16.8369,15.7145,-0.285497,0.988478,1.06077,1,2.26869e-16,1.75325e-13,-8.62681e-14
829,1.12246,16.8369,16.8369,-0.00418717,-0.916996,0.300929,1,-1.98409e-17,1.75742e-13,1.75576e-13
830,1.12246,16.8369,17.9594,-1.18444,1.15117,-0.337221,1,-2.3538e-16,1.75432e-13,1.96674e-16
831,1.12246,16.8369,19.0819,-0.0261553,-0.484204,-0.64104,1,7.77102e-16,1.75768e-13,-1.72454e-13
832,1.12246,16.8369,20.2043,0.518139,-0.11395,0.0282971,1,1.18449e-16,1.75786e-13,1.54039e-15
833,1.12246,16.8369,21.3268,-0.716089,0.605298,0.677108,1,8.59772e-17,1.75867e-13,1.74383e-13
834,1.12246,16.8369,22.4492,-0.152584,0.897245,-0.0756243,1,2.26056e-16,1.75443e-13,-1.78568e-16
835,1.12246,16.8369,23.5717,0.54824,-1.15192,0.248711,1,1.72551e-16,1.75967e-13,-1.77464e-13
836,1.12246,17.9594,0,-0.196924,0.108726,0.0766402,1,1.03623e-15,1.50799e-16,8.74235e-14
837,1.12246,17.9594,1.12246,0.0846159,0.434921,-0.402437,1,5.88668e-16,2.53364e-16,-4.97649e-17
838,1.12246,17.9594,2.24492,0.398903,0.872154,-1.00139,1,1.01194e-15,1.10453e-17,-7.44847e-17
839,1.12246,17.9594,3.36739,-0.557768,-0.525022,-0.775907,1,1.73201e-16,2.48269e-16,-2.97234e-16
840,1.12246,17.9594,4.48985,-0.340973,0.730806,1.0243,1,-3.90692e-16,7.23976e-17,1.05483e-15
841,1.12246,17.9594,5.61231,0.0707758,-0.231348,0.567332,1,1.54119e-16,-1.57345e-17,7.28706e-16
842,1.12246,17.9594,6.73477,-1.68017,-0.749473,-1.64749,1,1.10908e-15,-4.5672e-18,4.60786e-17
843,1.12246,17.9594,7.85723,-0.759902,-0.545211,1.04563,1,7.14435e-16,1.99696e-16,-1.93151e-16
844,1.12246,17.9594,8.9797,-1.96165,-0.296892,0.43736,1,5.3397e-17,2.94442e-16,1.66655e-16
845,1.12246,17.9594,10.1022,0.286658,1.03463,0.112344,1,3.20653e-16,9.52878e-17,1.05483e-15
846,1.12246,17.9594,11.2246,0.260819,-1.30473,-0.702346,1,1.0397e-15,2.53364e-16,-1.12215e-16
847,1.12246,17.9594,12.3471,-1.26815,0.404375,0.245351,1,7.6214e-16,1.22068e-16,4.00071e-17
848,1.12246,17.9594,13.4695,0.217764,-0.626315,-0.691487,1,1.75803e-16,2.53907e-16,1.14329e-16
849,1.12246,17.9594,14.592,0.14398,-0.476006,-0.725125,1,-4.1758e-16,2.1123e-16,1.99446e-15
850,1.12246,17.9594,15.7145,-0.364855,-0.469879,-0.616189,1,-9.53556e-17,-1.00953e-16,-8.64458e-14
851,1.12246,17.9594,16.8369,-0.873365,0.316536,1.10118,1,-8.13152e-18,4.58319e-16,1.75788e-13
852,1.12246,17.9594,17.9594,-0.0321337,0.156156,0.378392,1,2.18684e-16,4.14707e-18,1.0739e-16
853,1.12246,17.9594,19.0819,0.255352,-0.601845,1.21729,1,-2.86934e-16,3.79525e-16,-1.73228e-13
854,1.12246,17.9594,20.2043,-0.541301,0.457879,0.374007,1,2.45518e-16,6.55807e-17,9.15134e-16
855,1.12246,17.9594,21.3268,-1.39272,-0.255882,0.0383243,1,1.44524e-16,3.47297e-16,1.7413e-13
856,1.12246,17.9594,22.4492,0.0898977,0.212145,0.535249,1,2.43837e-16,1.01292e-16,-1.99873e-16
857,1.12246,17.9594,23.5717,-0.00981302,0.249854,-0.0336823,1,2.99402e-16,-3.01408e-17,-1.76424e-13
858,1.12246,19.0819,0,-0.725617,0.0214525,0.529172,1,4.6908e-16,-1.73516e-13,8.7469e-14
859,1.12246,19.0819,1.12246,0.781473,0.379358,0.944031,1,1.60516e-16,-1.72463e-13,8.87419e-17
860,1.12246,19.0819,2.24492,0.292424,0.610842,0.662648,1,-4.68321e-16,-1.71591e-13,-7.26958e-17
861,1.12246,19.0819,3.36739,-0.162807,0.513109,-0.668588,1,-1.9597e-16,-1.71771e-13,6.966e-17
862,1.12246,19.0819,4.48985,0.243477,0.407507,0.743247,1,4.70164e-16,-1.71918e-13,2.05185e-16
863,1.12246,19.0819,5.61231,0.577305,0.752777,-0.0722617,1,4.40674e-16,-1.74461e-13,1.90657e-16
864,1.12246,19.0819,6.73477,-0.249316,-0.196376,0.186937,1,3.05366e-16,-1.72954e-13,8.68988e-17
865,1.12246,19.0819,7.85723,-1.28661,0.942494,0.029283,1,-1.925e-16,-1.72673e-13,1.41488e-17
866,1.12246,19.0819,8.9797,-0.298657,-1.79469,-0.0279115,1,5.81187e-16,-1.72362e-13,2.05185e-16
867,1.12246,19.0819,10.1022,-0.145175,-0.637382,-0.478902,1,3.57407e-16,-1.74404e-13,2.05185e-16
868,1.12246,19.0819,11.2246,-0.023367,-0.418483,0.403556,1,-2.83573e-16,-1.73795e-13,8.87419e-17
869,1.12246,19.0819,12.3471,-0.535257,0.108078,0.834653,1,-6.90366e-16,-1.72478e-13,4.00613e-17
870,1.12246,19.0819,13.4695,-0.0304266,0.250817,0.205628,1,-1.93367e-16,-1.722e-13,2.20744e-16
871,1.12246,19.0819,14.592,0.00118276,-0.0490128,-0.406832,1,2.45518e-16,-1.72225e-13,1.33937e-15
872,1.12246,19.0819,15.7145,0.102558,-0.202308,1.09412,1,3.66298e-16,-1.74671e-13,-8.77792e-14
873,1.12246,19.0819,16.8369,0.570489,-1.03132,-0.992185,1,-3.49601e-16,-1.72842e-13,1.75525e-13
874,1.12246,19.0819,17.9594,-0.0969616,-0.281725,-0.131672,1,2.62106e-16,-1.72838e-13,1.92988e-16
875,1.12246,19.0819,19.0819,0.457087,0.222293,0.214827,1,4.45228e-16,-1.7186e-13,-1.73304e-13
876,1.12246,19.0819,20.2043,1.02064,-0.986024,0.0718601,1,1.44904e-16,-1.75115e-13,9.27914e-16
877,1.12246,19.0819,21.3268,-0.414944,1.01599,-1.5679,1,-3.49601e-16,-1.73732e-13,1.74186e-13
878,1.12246,19.0819,22.4492,-1.53948,0.214425,0.796553,1,2.59504e-16,-1.73756e-13,-3.02818e-16
879,1.12246,19.0819,23.5717,0.543631,-0.569286,1.066,1,1.00018e-16,-1.72573e-13,-1.77528e-13
880,1.12246,20.2043,0,-0.877406,0.925288,-0.780999,1,2.66551e-16,3.84533e-15,8.70973e-14
881,1.12246,20.2043,1.12246,-0.253875,0.451628,-1.04113,1,4.97486e-16,3.11875e-15,6.05527e-17
882,1.12246,20.2043,2.24492,1.03682,-0.255242,0.095491,1,6.57081e-16,3.2907e-15,-1.68106e-16
883,1.12246,20.2043,3.36739,0.819334,-0.563718,0.750136,1,3.45698e-16,2.20021e-15,1.71846e-17
884,1.12246,20.2043,4.48985,1.1584,-0.466219,0.968867,1,1.4447e-16,2.76573e-15,1.28265e-15
885,1.12246,20.2043,5.61231,-1.25246,0.274651,-0.872702,1,2.865e-16,-1.39984e-16,1.39324e-15
886,1.12246,20.2043,6.73477,0.663649,0.608415,1.47072,1,6.65754e-16,1.497e-15,-2.23888e-17
887,1.12246,20.2043,7.85723,1.00298,-0.119021,-0.768607,1,7.34276e-16,1.22183e-15,1.83718e-16
888,1.12246,20.2043,8.9797,0.396499,-0.0445642,1.09771,1,2.55492e-16,2.76573e-15,1.28265e-15
889,1.12246,20.2043,10.1022,-1.54011,1.54948,0.375282,1,1.75478e-16,-8.33345e-17,1.28509e-15
890,1.12246,20.2043,11.2246,-0.580785,0.518769,0.917854,1,4.82741e-16,9.42483e-16,1.66805e-16
891,1.12246,20.2043,12.3471,0.0765684,-1.25257,-0.210108,1,6.98714e-16,1.49873e-15,4.43981e-17
892,1.12246,20.2043,13.4695,0.732284,0.350543,-0.112756,1,3.34422e-16,2.13771e-15,1.86266e-16
893,1.12246,20.2043,14.592,0.922907,0.522538,0.576841,1,7.33463e-17,2.45484e-15,2.06875e-15
894,1.12246,20.2043,15.7145,-0.295562,-0.361171,-1.20682,1,1.57589e-16,9.82287e-17,-8.71035e-14
895,1.12246,20.2043,16.8369,-0.188354,0.661533,-0.146487,1,5.66767e-16,1.79155e-15,1.75772e-13
896,1.12246,20.2043,17.9594,0.311332,0.786153,0.262464,1,2.91162e-16,6.52812e-16,1.30755e-16
897,1.12246,20.2043,19.0819,0.329036,-0.964,-0.230465,1,-1.87404e-16,3.37051e-15,-1.73434e-13
898,1.12246,20.2043,20.2043,1.21942,0.072061,1.34268,1,2.69478e-16,-4.2105e-16,1.4679e-15
899,1.12246,20.2043,21.3268,-0.517063,0.164317,-0.273076,1,3.68141e-16,-4.06616e-16,1.7432e-13
900,1.12246,20.2043,22.4492,0.415139,0.632907,0.425238,1,2.74683e-16,-6.22427e-16,-4.45553e-16
901,1.12246,20.2043,23.5717,0.734026,-0.0108527,-0.136871,1,1.65612e-16,-6.18592e-16,-1.78418e-13
902,1.12246,21.3268,0,-1.25077,0.451048,0.120235,1,6.74103e-16,1.74057e-13,8.64617e-14
903,1.12246,21.3268,1.12246,-0.0526268,-0.136775,-0.0279583,1,8.24156e-16,1.73951e-13,-2.92192e-17
904,1.12246,21.3268,2.24492,-0.171941,-0.375809,0.168015,1,8.11146e-16,1.74086e-13,-1.90169e-16
905,1.12246,21.3268,3.36739,0.338708,-0.547728,-0.285876,1,-8.74409e-17,1.74006e-13,-5.58364e-18
906,1.12246,21.3268,4.48985,-0.149531,0.00189678,-0.0926801,1,6.0119e-17,1.7404e-13,1.80841e-15
907,1.12246,21.3268,5.61231,0.463154,-1.17279,-1.04739,1,1.73635e-16,1.73718e-13,1.80787e-15
908,1.12246,21.3268,6.73477,0.132725,-0.428726,0.624974,1,2.24809e-16,1.74177e-13,-5.83301e-17
909,1.12246,21.3268,7.85723,0.824721,0.164175,-0.76168,1,2.45626e-16,1.73922e-13,-1.16606e-16
910,1.12246,21.3268,8.9797,0.743057,0.139476,-1.05582,1,6.15231e-16,1.73929e-13,9.2023e-16
911,1.12246,21.3268,10.1022,-0.995819,1.07376,0.955929,1,6.26127e-17,1.73746e-13,1.80944e-15
912,1.12246,21.3268,11.2246,-1.78875,-0.963978,0.806873,1,3.21086e-16,1.73992e-13,1.51192e-16
913,1.12246,21.3268,12.3471,-0.0175942,0.495987,-0.0457313,1,5.52672e-16,1.74191e-13,5.44269e-17
914,1.12246,21.3268,13.4695,0.459448,0.00261998,-0.312013,1,-8.0502e-17,1.74004e-13,3.06179e-16
915,1.12246,21.3268,14.592,0.745999,0.14171,0.460626,1,2.87314e-18,1.73695e-13,3.14512e-15
916,1.12246,21.3268,15.7145,0.10712,-0.346267,1.13828,1,2.70237e-16,1.74158e-13,-8.62643e-14
917,1.12246,21.3268,16.8369,0.247132,-0.253189,0.904321,1,1.74557e-17,1.7478e-13,1.75609e-13
918,1.12246,21.3268,17.9594,-0.940745,1.58366,-0.128806,1,-5.12069e-16,1.74018e-13,1.95156e-16
919,1.12246,21.3268,19.0819,-0.903311,1.3495,-0.33013,1,6.75621e-16,1.74586e-13,-1.72461e-13
920,1.12246,21.3268,20.2043,0.167937,0.507216,0.837578,1,1.60082e-16,1.7438e-13,1.5398e-15
921,1.12246,21.3268,21.3268,0.208008,-0.460361,0.153415,1,1.17202e-16,1.74443e-13,1.74391e-13
922,1.12246,21.3268,22.4492,-0.301715,0.174996,1.15229,1,-1.85073e-16,1.74035e-13,-1.76291e-16
923,1.12246,21.3268,23.5717,0.531348,0.144965,0.521659,1,2.12449e-16,1.74531e-13,-1.77466e-13
924,1.12246,22.4492,0,0.569736,-0.765561,0.0277584,1,8.68825e-16,-8.30634e-17,8.74267e-14
925,1.12246,22.4492,1.12246,1.81195,0.858187,-0.358674,1,4.35145e-16,-3.35683e-16,-5.32885e-17
926,1.12246,22.4492,2.24492,-0.432067,-0.452713,0.61227,1,7.92498e-16,-8.57197e-17,-6.50521e-17
927,1.12246,22.4492,3.36739,1.13508,0.411151,0.109587,1,2.66876e-16,1.33885e-16,-3.00324e-16
928,1.12246,22.4492,4.48985,-0.319323,0.231959,-0.583155,1,-8.10441e-17,-3.42689e-16,1.0505e-15
929,1.12246,22.4492,5.61231,-1.37664,1.15874,-0.714782,1,2.33103e-18,-2.41194e-16,7.16942e-16
930,1.12246,22.4492,6.73477,-0.234742,0.46374,1.015,1,9.3648e-16,-3.93199e-16,4.59702e-17
931,1.12246,22.4492,7.85723,0.17778,-0.847671,-0.215424,1,8.0811e-16,-2.3908e-16,-1.89302e-16
932,1.12246,22.4492,8.9797,-0.485427,-0.0286008,0.871469,1,2.99782e-17,-3.42689e-16,1.62319e-16
933,1.12246,22.4492,10.1022,-1.8031,-0.293127,-0.344932,1,1.13353e-16,-2.20378e-16,1.04443e-15
934,1.12246,22.4492,11.2246,-0.895334,0.413507,-1.00481,1,9.28673e-16,-2.62878e-16,-1.12269e-16
935,1.12246,22.4492,12.3471,-0.925909,0.601761,1.06186,1,5.51371e-16,-1.83244e-16,3.90313e-17
936,1.12246,22.4492,13.4695,-0.0584266,-0.86446,-0.501945,1,2.67744e-16,1.2738e-16,1.01644e-16
937,1.12246,22.4492,14.592,0.710031,0.0810215,-0.0734372,1,-1.3829e-16,-2.56387e-16,1.95429e-15
938,1.12246,22.4492,15.7145,0.217418,-0.0282102,1.09385,1,1.822e-16,-2.78816e-16,-8.64636e-14
939,1.12246,22.4492,16.8369,-0.535512,-0.613928,-0.98247,1,-3.42933e-16,4.80031e-17,1.75723e-13
940,1.12246,22.4492,17.9594,-0.387253,-0.775556,0.152765,1,5.36138e-16,-1.7789e-16,3.23689e-16
941,1.12246,22.4492,19.0819,0.0103626,-0.766412,0.415792,1,-2.5224e-16,-1.14058e-16,-1.72978e-13
942,1.12246,22.4492,20.2043,1.0707,0.252137,-1.80476,1,6.85758e-17,-2.77081e-16,9.02395e-16
943,1.12246,22.4492,21.3268,1.40408,0.527938,1.38498,1,-1.86808e-16,-5.98209e-17,1.74088e-13
944,1.12246,22.4492,22.4492,0.768668,0.91326,0.143686,1,5.48281e-16,-7.2506e-17,-1.81008e-16
945,1.12246,22.4492,23.5717,-0.190413,0.263225,-0.504235,1,2.3782e-16,-1.14383e-17,-1.76561e-13
946,1.12246,23.5717,0,0.303069,-1.8635,0.0286158,1,3.06883e-16,-1.79163e-13,8.75409e-14
947,1.12246,23.5717,1.12246,0.948681,0.0653351,1.2227,1,3.14039e-16,-1.78782e-13,5.09575e-17
948,1.12246,23.5717,2.24492,-0.19144,0.709209,-0.624374,1,7.72494e-17,-1.78944e-13,-1.65016e-16
949,1.12246,23.5717,3.36739,0.677392,0.163359,-0.157585,1,2.99294e-16,-1.77844e-13,5.88722e-17
950,1.12246,23.5717,4.48985,-1.82897,-0.181829,0.149489,1,2.43783e-16,-1.77882e-13,3.26236e-16
951,1.12246,23.5717,5.61231,0.582941,1.10496,1.44071,1,-8.61941e-18,-1.76147e-13,3.15503e-16
952,1.12246,23.5717,6.73477,0.878924,-0.39995,-0.217875,1,3.40927e-16,-1.77311e-13,8.47846e-17
953,1.12246,23.5717,7.85723,0.519291,0.366811,1.15243,1,4.10316e-16,-1.76935e-13,1.14383e-16
954,1.12246,23.5717,8.9797,1.75302,1.60556,1.05715,1,2.43783e-16,-1.77882e-13,3.26236e-16
955,1.12246,23.5717,10.1022,0.369715,0.954947,1.17589,1,1.57914e-16,-1.76203e-13,3.30302e-16
956,1.12246,23.5717,11.2246,-0.108899,-0.379089,-0.545799,1,3.17509e-16,-1.76649e-13,2.11419e-16
957,1.12246,23.5717,12.3471,-0.625707,-0.981135,0.175325,1,3.40927e-16,-1.77141e-13,2.10335e-17
958,1.12246,23.5717,13.4695,-0.713155,-0.556911,0.495265,1,2.88886e-16,-1.77774e-13,2.1066e-16
959,1.12246,23.5717,14.592,0.124247,0.303022,0.965862,1,2.52456e-16,-1.77591e-13,1.17311e-15
960,1.12246,23.5717,15.7145,0.608332,1.07514,0.0548745,1,1.39916e-16,-1.76811e-13,-8.76018e-14
961,1.12246,23.5717,16.8369,1.13802,0.253482,0.11777,1,3.32145e-16,-1.77589e-13,1.75522e-13
962,1.12246,23.5717,17.9594,1.03151,-0.619737,1.4326,1,8.51641e-17,-1.76511e-13,1.55149e-16
963,1.12246,23.5717,19.0819,-0.204451,-0.864965,0.461415,1,8.70072e-17,-1.796e-13,-1.73265e-13
964,1.12246,23.5717,20.2043,-0.271948,1.43447,-0.308676,1,1.78893e-18,-1.76721e-13,9.78005e-16
965,1.12246,23.5717,21.3268,0.21841,-1.01204,0.574414,1,5.26434e-16,-1.75849e-13,1.74207e-13
966,1.12246,23.5717,22.4492,-0.555535,0.489944,-0.305447,1,1.62359e-16,-1.74813e-13,-3.3426e-16
967,1.12246,23.5717,23.5717,-1.45544,0.0914783,0.0594479,1,7.48642e-17,-1.75693e-13,-1.7736e-13
968,2.24492,0,0,0.620057,1.10145,1.35378,1,-4.93691e-16,8.90754e-14,8.81824e-14
969,2.24492,0,1.12246,0.608065,0.195983,-1.01357,1,1.22824e-15,8.81602e-14,2.33862e-16
970,2.24492,0,2.24492,0.138716,0.150844,-0.142622,1,5.35379e-16,8.87726e-14,-1.20238e-16
971,2.24492,0,3.36739,0.44419,0.793742,-0.581938,1,6.44938e-16,8.81991e-14,-8.31583e-17
972,2.24492,0,4.48985,-0.595651,-0.100252,-0.437918,1,-2.26002e-16,8.78534e-14,1.10183e-15
973,2.24492,0,5.61231,-1.16788,-0.707945,-0.875341,1,-4.4165e-16,8.87267e-14,1.47827e-15
974,2.24492,0,6.73477,0.852118,1.20552,-0.778309,1,5.22369e-16,8.84864e-14,-1.56667e-16
975,2.24492,0,7.85723,0.382596,0.617672,-1.0596,1,5.0616e-16,8.91081e-14,1.3932e-16
976,2.24492,0,8.9797,0.109623,1.79435,0.478176,1,-1.1498e-16,8.77424e-14,6.57745e-16
977,2.24492,0,10.1022,-0.178366,-0.3986,-1.43543,1,-3.02872e-16,8.81508e-14,1.25622e-15
978,2.24492,0,11.2246,0.329007,1.37918,-0.578493,1,1.24212e-15,8.8155e-14,-6.53774e-17
979,2.24492,0,12.3471,-1.37651,-0.472347,0.623101,1,5.35379e-16,8.87709e-14,-5.95227e-17
980,2.24492,0,13.4695,-0.308226,-0.5831,0.0117614,1,6.53232e-16,8.85462e-14,8.86877e-17
981,2.24492,0,14.592,0.158336,-0.985668,-0.155837,1,-2.28387e-16,8.78305e-14,2.90405e-15
982,2.24492,0,15.7145,-0.356971,-0.455817,-0.722738,1,1.26906e-16,8.90678e-14,-8.67119e-14
983,2.24492,0,16.8369,0.66272,-0.458285,-1.41592,1,1.09076e-15,8.91937e-14,1.75471e-13
984,2.24492,0,17.9594,0.18286,0.512539,-0.566068,1,4.4333e-16,8.96677e-14,-2.27682e-17
985,2.24492,0,19.0819,-0.4012,-0.461593,-0.24754,1,3.4315e-17,8.82581e-14,-1.73518e-13
986,2.24492,0,20.2043,0.780099,-0.0823654,0.593325,1,-8.47304e-17,8.98762e-14,1.31751e-15
987,2.24492,0,21.3268,-0.691237,-0.273492,0.674431,1,1.09423e-15,8.92327e-14,1.7403e-13
988,2.24492,0,22.4492,-0.575535,0.715933,-0.447243,1,4.51245e-16,8.97801e-14,-2.64979e-16
989,2.24492,0,23.5717,-0.232495,1.18237,-0.310744,1,-2.95066e-16,8.83064e-14,-1.77032e-13
990,2.24492,1.12246,0,0.0985418,0.435443,0.158743,1,7.98678e-16,1.2448e-16,8.63994e-14
991,2.24492,1.12246,1.12246,0.176307,-0.041593,-0.924902,1,1.27811e-15,-5.64734e-17,1.27177e-16
992,2.24492,1.12246,2.24492,0.242397,-0.520722,0.548082,1,3.27537e-16,2.43634e-16,-9.57351e-17
993,2.24492,1.12246,3.36739,0.968093,-1.28137,0.972,1,2.97559e-16,2.87856e-16,-2.15865e-16
994,2.24492,1.12246,4.48985,-0.295862,-0.0943378,-0.648558,1,1.53577e-16,-2.67798e-17,9.97263e-16
995,2.24492,1.12246,5.61231,0.129109,0.0458463,0.761555,1,5.52347e-16,2.07747e-16,7.78688e-16
996,2.24492,1.12246,6.73477,-0.530019,1.17574,0.469363,1,1.29551e-15,-3.3922e-17,3.14419e-18
997,2.24492,1.12246,7.85723,0.0599971,-0.129663,-0.219127,1,7.20452e-17,4.82145e-16,-1.0571e-16
998,2.24492,1.12246,8.9797,-0.175561,0.117856,-0.149965,1,-2.90512e-16,-2.67798e-17,1.09084e-16
999,2.24492,1.12246,10.1022,-0.458522,0.122149,-0.594615,1,6.63369e-16,9.67244e-17,1.0042e-15
1000,2.24492,1.12246,11.2246,0.224093,-0.159635,0.492058,1,1.27811e-15,-2.35136e-17,-1.16552e-16
1001,2.24492,1.12246,12.3471,0.696614,0.699306,0.223671,1,3.27537e-16,1.4302e-16,-2.92735e-18
1002,2.24492,1.12246,13.4695,0.303742,-0.230295,0.478525,1,2.8547e-16,2.75713e-16,-2.79724e-17
1003,2.24492,1.12246,14.592,0.555857,-1.11251,0.266373,1,-6.71663e-17,-2.80266e-17,2.14115e-15
1004,2.24492,1.12246,15.7145,0.965306,-0.25407,-0.409081,1,3.30302e-16,1.10738e-16,-8.62007e-14
1005,2.24492,1.12246,16.8369,-0.302104,-1.06824,0.0874866,1,1.31324e-15,4.91374e-16,1.74938e-13
1006,2.24492,1.12246,17.9594,0.0167551,0.138146,0.293046,1,5.45679e-16,3.56377e-16,8.30499e-17
1007,2.24492,1.12246,19.0819,-0.570139,0.192141,0.312343,1,4.80356e-16,-8.5652e-18,-1.73048e-13
1008,2.24492,1.12246,20.2043,-0.35068,0.296283,0.055392,1,3.12955e-16,-2.84603e-19,1.15824e-15
1009,2.24492,1.12246,21.3268,-0.451901,0.198938,-0.207885,1,1.31324e-15,3.58668e-16,1.73558e-13
1010,2.24492,1.12246,22.4492,0.489625,-0.171047,-0.91606,1,5.48823e-16,3.01733e-16,-1.69569e-16
1011,2.24492,1.12246,23.5717,0.184767,0.161096,-0.768175,1,7.56394e-16,-1.62088e-17,-1.77183e-13
1012,2.24492,2.24492,0,0.527528,0.493415,-0.618497,1,4.36283e-16,-1.5786e-16,8.77438e-14
1013,2.24492,2.24492,1.12246,-0.472058,-0.102176,-0.539725,1,-6.01732e-17,-3.01083e-16,1.36718e-16
1014,2.24492,2.24492,2.24492,0.449456,0.104083,-0.776979,1,3.03577e-17,-2.5598e-16,-9.74698e-17
1015,2.24492,2.24492,3.36739,-0.58749,0.840393,1.08666,1,-9.77842e-16,1.05493e-16,-1.72497e-16
1016,2.24492,2.24492,4.48985,0.377389,-0.151276,-0.313682,1,-6.58653e-16,-2.87205e-16,-2.3103e-16
1017,2.24492,2.24492,5.61231,0.385166,0.0523008,-1.14311,1,-1.98734e-16,-1.4409e-16,-4.4787e-16
1018,2.24492,2.24492,6.73477,0.726948,0.952451,0.520781,1,7.20778e-16,-1.69244e-16,-1.71196e-16
1019,2.24492,2.24492,7.85723,-0.778269,-0.452926,-1.31865,1,-4.81711e-16,-8.99888e-18,5.12828e-17
1020,2.24492,2.24492,8.9797,1.12686,-0.254387,1.65212,1,-2.14564e-16,-6.51606e-17,-2.3103e-16
1021,2.24492,2.24492,10.1022,1.38147,-0.641904,-0.503868,1,3.56377e-16,9.87708e-17,-2.3103e-16
1022,2.24492,2.24492,11.2246,0.325971,-1.24521,-0.312474,1,-3.93565e-17,-3.01083e-16,-2.16298e-16
1023,2.24492,2.24492,12.3471,-0.385957,1.31067,0.11232,1,3.03577e-17,-2.5598e-16,-5.14996e-17
1024,2.24492,2.24492,13.4695,-0.206341,-0.44914,0.631926,1,-9.90419e-16,1.14166e-16,1.71304e-17
1025,2.24492,2.24492,14.592,-0.356577,-0.0371579,-0.454856,1,-8.7983e-16,-3.07154e-16,9.14592e-16
1026,2.24492,2.24492,15.7145,-1.08018,-0.707549,-0.357636,1,-5.28549e-17,-1.84694e-16,-8.74472e-14
1027,2.24492,2.24492,16.8369,-0.191093,-0.157053,-0.0648467,1,-1.36393e-16,-1.47018e-16,1.75373e-13
1028,2.24492,2.24492,17.9594,-0.350889,0.954806,0.670157,1,-8.99888e-18,-1.82038e-16,1.79978e-17
1029,2.24492,2.24492,19.0819,-0.100257,0.178715,-0.265569,1,-5.17544e-16,-1.82092e-16,-1.73385e-13
1030,2.24492,2.24492,20.2043,-2.02008,0.0130112,0.214817,1,-6.31548e-17,-3.09486e-16,8.06904e-16
1031,2.24492,2.24492,21.3268,-1.14761,0.35249,-0.200702,1,-1.43332e-16,-1.53957e-16,1.73617e-13
1032,2.24492,2.24492,22.4492,0.235057,-0.179009,0.884916,1,-3.30682e-17,-1.99168e-16,-3.68629e-17
1033,2.24492,2.24492,23.5717,0.155875,0.709043,0.767086,1,-4.35578e-16,-2.86826e-16,-1.76523e-13
1034,2.24492,3.36739,0,-0.798077,-0.525363,0.318305,1,1.08203e-16,1.30104e-16,8.80323e-14
1035,2.24492,3.36739,1.12246,-0.263595,-0.17065,0.910158,1,1.96783e-16,-1.74448e-16,1.47126e-16
